PM2.5,PM10,CO,NO2,Temperature,Humidity,WindSpeed,TrafficDensity,AQI
118.61663446573512,341.94989952463953,2.9458173127467355,23.150218696014683,19.890578845271897,90.3262431112315,4.3478224298881845,99.17753530511936,178.06783103761694
285.7071488588757,207.91647661336077,2.6821610828631024,121.28238221357763,26.05368066786289,25.495843314781727,2.8399647657636877,118.15858781710104,230.19956809596664
222.27824312530748,94.2769320402306,1.8200810530563405,161.7850607022254,13.47254242718737,33.97854442696466,3.8795103889597433,83.30383437897376,163.9252104324352
183.6109604171406,299.9238789118352,2.5167420236909406,155.24988801011668,25.639295887011194,68.71033394073811,12.100490210817318,204.95806291684988,207.47124475942374
55.245405728306594,179.09769155965236,1.888973513701131,169.10527957674674,17.10784723757431,52.60331891342754,22.17108355123225,161.26692911524557,103.27318914798289
55.23841089749877,245.95844371194892,3.3238635438429474,196.09703687146052,19.71583564336143,58.136408475359,8.07590824522494,160.20346314946613,136.02057831964987
26.844247528777842,60.760810266096755,4.191645288236015,199.20560886977984,26.733939773063522,41.77193181809167,11.324078126456543,71.81025481515738,70.26433854708469
261.19108227473123,260.0019160160771,3.95578274052573,87.98889180349715,41.020523733032064,62.64092817144236,1.3172455996446724,167.01663551743695,236.91046970523814
184.32335340553055,161.94918579914724,1.769392874522766,105.39806064735461,30.244255560165723,26.044557004346665,15.20183286660805,170.8641399314606,157.09283630653712
215.34104756085318,146.99210489302789,2.5961555198603543,104.65479114422942,10.61838439972335,31.51922290215416,8.818558404571741,19.39812163734586,173.45070028114532
15.969503345782709,392.3679199355645,0.1522158668203417,131.9900475094301,15.02290691525152,20.86808904436518,16.888179305703336,94.74651215908295,136.27757587746473
291.2738571269783,184.32364424889394,4.364362882199339,56.681218871122105,12.216979419592864,47.68623949009891,14.502256760450528,200.22078386795695,225.52350678417616
251.4083658321223,277.654583683979,1.302439546674517,156.79064591566484,16.51928147518251,86.96139423531272,18.264642424982487,101.16589561863655,227.5388918611974
71.57834209670008,258.5364635180596,2.2613483212997263,34.06949407218303,22.0282405931277,70.72708366928475,19.47912690949769,121.88609535796306,124.1679757355853
62.729240490059176,59.6353493363599,0.8474971805928463,190.72776384018704,16.127153643394053,55.5178942272265,6.37679123142774,151.7894537531436,71.29012908663495
63.18730785749581,304.2124640844401,3.4227320048717953,33.700555811643156,26.158736781748747,88.3124986753023,12.926068233926323,56.2132958357806,140.75589511281797
98.23025045826594,142.80049730475906,2.7719585177829993,151.10638511444628,38.84642872116605,49.308135120678315,14.173726134614473,207.5609934351149,118.09096029399744
162.17936517334897,323.59702869475933,1.887469804338101,85.46177441358707,38.89398953318245,57.469837293667595,11.199746191065715,37.61763986696522,193.91236841993836
135.26405540621357,250.90349739384533,2.7224488568228105,130.43132747588976,21.88713579931447,48.69470601349606,9.936809502062147,232.00784422378692,167.57109205255097
94.45645065743216,140.49476618232603,0.9268092788828595,69.71892873385771,21.43345091053031,43.863097416736494,23.686889885497987,118.97186105302889,96.24521647411436
187.43733946949004,155.39132492580697,3.9006283175170062,32.741380482397005,36.10137650094794,20.24533505614709,3.213466912888236,109.90570859854053,162.4706534657342
50.45321958909213,297.97280047321703,1.4031998224864002,188.230773462179,24.527548455345105,79.93549769115782,3.5448210958278223,178.87742025988217,139.74856217599552
94.72194807521326,229.02253974669512,3.11362039246872,106.9168595615207,43.95406085730409,27.670332080984107,15.59907304288916,263.9360548250368,139.20770927153302
